"lemma","word","kjv_def","strongs_def","derivation"
"H3786","כַּשָּׁף","sorcerer.","a magician","from H3784 (כָּשַׁף);"
"H3787","כָּשֵׁר","direct, be right, prosper.","by implication, to be acceptable; also to succeed or prosper","a primitive root properly, to be straight or right;"
"H3788","כִּשְׁרוֹן","equity, good, right.","success, advantage","from H3787 (כָּשֵׁר);"
"H3789","כָּתַב","describe, record, prescribe, subscribe, write(-ing, -ten).","to grave, by implication, to write (describe, inscribe, prescribe, subscribe)","a primitive root;"
"H3790","כְּתַב","write(-ten).","{to grave, by implication, to write (describe, inscribe, prescribe, subscribe)}","(Aramaic) corresponding to H3789 (כָּתַב)"
"H3791","כָּתָב","register, scripture, writing.","something written, i.e. a writing, record or book","from H3789 (כָּתַב);"
"H3792","כְּתָב","prescribing, writing(-ten).","{something written, i.e. a writing, record or book}","(Aramaic) corresponding to H3791 (כָּתָב)"
"H3793","כְּתֹבֶת","[idiom] any (mark).","a letter or other mark branded on the skin","from H3789 (כָּתַב);"
"H3794","כִּתִּי","Chittim, Kittim.","a Kittite or Cypriote; hence, an islander in general, i.e. the Greeks or Romans on the shores opposite Palestine","or כִּתִּיִּי; patrial from an unused name denoting Cyprus (only in the plural);"
"H3795","כָּתִית","beaten.","beaten, i.e. pure (oil)","from H3807 (כָּתַת);"
"H3796","כֹּתֶל","wall.","a wall (as gathering inmates)","from an unused root meaning to compact;"
"H3797","כְּתַל","wall.","{a wall (as gathering inmates)}","(Aramaic) corresponding to H3796 (כֹּתֶל)"
"H3798","כִּתְלִישׁ","Kithlish.","Kithlish, a place in Palestine","from H3796 (כֹּתֶל) and H376 (אִישׁ); wall of a man;"
"H3799","כָּתַם","mark.","properly, to carve or engrave, i.e. (by implication) to inscribe indelibly","a primitive root;"
"H3800","כֶּתֶם","((most) fine, pure) gold(-en wedge).","properly, something carved out, i.e. ore; hence, gold (pure as originally mined)","from H3799 (כָּתַם);"
"H3801","כְּתֹנֶת","coat, garment, robe.","a shirt","or כֻּתֹּנֶת; from an unused root meaning to cover (compare H3802 (כָּתֵף));"
"H3802","כָּתֵף","arm, corner, shoulder(-piece), side, undersetter.","the shoulder (proper, i.e. upper end of the arm; as being the spot where the garments hang); figuratively, side-piece or lateral projection of anything","from an unused root meaning to clothe;"
"H3803","כָּתַר","beset round, compass about, be crowned inclose round, suffer.","to enclose; hence (in a friendly sense) to crown, (in a hostile one) to besiege; also to wait (as restraining oneself)","a primitive root;"
"H3804","כֶּתֶר","crown.","properly, a circlet, i.e. a diadem","from H3803 (כָּתַר);"
"H3805","כֹתֶרֶת","chapiter.","the capital of a column","feminine active participle of H3803 (כָּתַר);"
"H3806","כָּתַשׁ","bray.","to butt or pound","a primitive root;"
"H3807","כָּתַת","beat (down, to pieces), break in pieces, crushed, destroy, discomfit, smite, stamp. l","to bruise or violently strike","a primitive root;"
"H3808","לֹא","[idiom] before, [phrase] or else, ere, [phrase] except, ig(-norant), much, less, nay, neither, never, no((-ne), -r, (-thing)), ([idiom] as though...,(can-), for) not (out of), of nought, otherwise, out of, [phrase] surely, [phrase] as truly as, [phrase] of a truth, [phrase] verily, for want, [phrase] whether, without.","not (the simple or abs. negation); by implication, no; often used with other particles","or לוֹא; or לֹה; (Deuteronomy 3:11), a primitive particle;"
"H3809","לָא","or even, neither, no(-ne, -r), (can-) not, as nothing, without.","{not (the simple or abs. negation); by implication, no;}","(Aramaic) or לָה; (Aramaic) (Daniel 4:32), corresponding to H3808 (לֹא)"
"H3810","לֹא דְבַר","Debir, Lodebar.","Lo-Debar, a place in Palestine","or לוֹ דבַר; (Samuel 9:4,5), or לִדְבִר; (Joshua 13:26), (probably rather לֹדְבַר ); from H3808 (לֹא) and H1699 (דֹּבֶר); pastureless;"
"H3811","לָאָה","faint, grieve, lothe, (be, make) weary (selves).","to tire; (figuratively) to be (or make) disgusted","a primitive root;"
"H3812","לֵאָה","Leah.","Leah, a wife of Jacob","from H3811 (לָאָה); weary;"
"H3813","לָאַט","cover.","to muffle","a primitive root;"
"H3814","לָאט","softly.","properly, muffled, i.e. silently","from H3813 (לָאַט) (or perhaps for active participle of H3874 (לוּט));"
"H3815","לָאֵל","Lael.","Lael an Israelite","from the prepositional prefix and H410 (אֵל); (belonging) to God;"
"H3816","לְאֹם","nation, people.","a community","or לְאוֹם; from an unused root meaning to gather;"
"H3817","לְאֻמִּים","Leummim.","Leum mim, an Arabian","plural of H3816 (לְאֹם); communities;"
"H3818","לֹא עַמִּי","Lo-ammi.","Lo-Ammi, the symbolic name of a son of Hosea","from H3808 (לֹא) and H5971 (עַם) with pronominal suffix; not my people;"
"H3819","לֹא רֻחָמָה","Lo-ruhamah.","Lo-Ruchamah, the symbolic name of a son of Hosea","from H3808 (לֹא) and H7355 (רָחַם); not pitied;"
"H3820","לֵב","[phrase] care for, comfortably, consent, [idiom] considered, courag(-eous), friend(-ly), ((broken-), (hard-), (merry-), (stiff-), (stout-), double) heart(-ed), [idiom] heed, [idiom] I, kindly, midst, mind(-ed), [idiom] regard(-ed), [idiom] themselves, [idiom] unawares, understanding, [idiom] well, willingly, wisdom.","the heart; also used (figuratively) very widely for the feelings, the will and even the intellect; likewise for the centre of anything","a form of H3824 (לֵבָב);"
"H3821","לֵב","heart.","{the heart; also used (figuratively) very widely for the feelings, the will and even the intellect; likewise for the centre of anything}","(Aramaic) corresponding to H3820 (לֵב)"
"H3822","לְבָאוֹת","Lebaoth. See also H1034 (בֵּית לְבָאוֹת).","Lebaoth, a place in Palestine","plural of H3833 (לָבִיא); lionesses;"
"H3823","לָבַב","make cakes, ravish, be wise.","(in a good sense) transport (with love), or (in a bad sense) stultify; to make cakes","a primitive root; properly, to be enclosed (as if with fat); by implication (as denominative from H3824 (לֵבָב));  to unheart;  also as denominative from H3834 (לָבִיבָה) i.e."
"H3824","לֵבָב","[phrase] bethink themselves, breast, comfortably, courage, ((faint), (tender-) heart(-ed), midst, mind, [idiom] unawares, understanding.","the heart (as the most interior organ);","from H3823 (לָבַב); used also like H3820 (לֵב)"
"H3825","לְבַב","heart.","{the heart (as the most interior organ);}","(Aramaic) corresponding to H3824 (לֵבָב)"
"H3826","לִבָּה","heart.","the heart","feminine of H3820 (לֵב);"
"H3827","לַבָּה","flame.","flame","for H3852 (לֶהָבָה);"
"H3828","לְבוֹנָה","(frank-) incense.","frankincense (from its whiteness or perhaps that of its smoke)","or לְבֹנָה; from H3836 (לָבָן);"
"H3829","לְבוֹנָה","Lebonah.","Lebonah, a place in Palestine","the same as H3828 (לְבוֹנָה);"
"H3830","לְבוּשׁ","apparel, clothed with, clothing, garment, raiment, vestment, vesture.","a garment (literally or figuratively); by implication (euphemistically) a wife","or לְבֻשׁ; from H3847 (לָבַשׁ);"
"H3831","לְבוּשׁ","garment.","{a garment (literally or figuratively); by implication (euphemistically) a wife}","(Aramaic) corresponding to H3830 (לְבוּשׁ)"
"H3832","לָבַט","fall.","to overthrow; intransposed, to fall","a primitive root;"
"H3833","לָבִיא","(great, old, stout) lion, lioness, young (lion).","to roar; a lion (properly, a lioness as the fiercer (although not a roarer;))","or (Ezekiel 19:2) לְבִיָּא; irregular masculine plural לְבָאִים; irregular feminine plural לְבָאוֹת; from an unused root meaning;  compare H738 (אֲרִי)"
"H3834","לָבִיבָה","cake.","a cake (either as fried or turned)","or rather לְבִבָה; from H3823 (לָבַב) in its original sense of fatness (or perhaps of folding);"
"H3835","לָבַן","make brick, be (made, make) white(-r).","to be (or become) white;  to make bricks","a primitive root; also as denominative from H3843 (לְבֵנָה)"
"H3836","לָבָן","white.","white","or (Genesis 49:12) לָבֵן; from H3835 (לָבַן);"
"H3837","לָבָן","Laban.","Laban, a Mesopotamian; also a place in the Desert","the same as H3836 (לָבָן);"
"H3838","לְבָנָא","Lebana, Lebanah.","Lebana or Lebanah, one of the Nethinim","or לְבָנָה; the same as H3842 (לְבָנָה);"
"H3839","לִבְנֶה","poplar.","some sort of whitish tree, perhaps the storax","from H3835 (לָבַן);"
"H3840","לִבְנָה","paved.","properly, whiteness, i.e. (by implication) transparency","from H3835 (לָבַן);"
"H3841","לִבְנָה","Libnah.","Libnah, a place in the Desert and one in Palestine","the same as H3839 (לִבְנֶה);"
"H3842","לְבָנָה","moon. See also H3838 (לְבָנָא).","properly, (the) white, i.e. the moon","from H3835 (לָבַן);"
"H3843","לְבֵנָה","(altar of) brick, tile.","a brick (from the whiteness of the clay)","from H3835 (לָבַן);"
"H3844","לְבָנוֹן","Lebanon.","Lebanon, a mountain range in Palestine","from H3825 (לְבַב); (the) white mountain (from its snow);"
"H3845","לִבְנִי","Libni.","Libni, an Israelite","from H3835 (לָבַן); white;"
"H3846","לִבְנִי","Libnites.","a Libnite or descendants of Libni (collectively)","patronymically from H3845 (לִבְנִי);"
"H3847","לָבַשׁ","(in) apparel, arm, array (self), clothe (self), come upon, put (on, upon), wear.","properly, wrap around, i.e. (by implication) to put on agarment or clothe (oneself, or another), literally or figuratively","or לָבֵשׁ; a primitive root;"
"H3848","לְבַשׁ","clothe.","{properly, wrap around, i.e. (by implication) to put on agarment or clothe (oneself, or another), literally or figuratively}","(Aramaic) corresponding to H3847 (לָבַשׁ)"
"H3849","לֹג","log (of oil).","a log or measure forliquids","from an unused root apparently meaning to deepen or hollow (like H3537 (כַּד));"
"H3850","לֹד","Lod.","Lod, a place in Palestine","from an unused root of uncertain signification;"
"H3851","לַהַב","blade, bright, flame, glittering.","a flash; figuratively, a sharply polished blade or point of aweapon","from an usused root meaning to gleam;"
"H3852","לֶהָבָה","flame(-ming), head (of a spear).","{a flash; figuratively, a sharply polished blade or point of aweapon}","or לַהֶבֶת; feminine of H3851 (לַהַב), and meaning the same"
"H3853","לְהָבִים","Lehabim.","Lehabim, a son of Mizraim, and his descendants","plural of H3851 (לַהַב); flames;"
"H3854","לַהַג","study.","intense mental application","from an unused root meaning to be eager;"
"H3855","לַהַד","Lahad.","Lahad, an Israelite","from an unused root meaning to glow (compare H3851 (לַהַב)) or else to be earnest (compare H3854 (לַהַג));"
"H3856","לָהַהּ","faint, mad.","to be rabid (figuratively, insane); also (from the exhaustion of frenzy) to languish","a primitive root meaning properly, to burn, i.e. (by implication)"
"H3857","לָהַט","burn (up), set on fire, flaming, kindle.","properly, to lick, i.e. (by implication) to blaze","a primitive root;"
"H3858","לַהַט","flaming, enchantment.","a blaze; also (from the idea of enwrapping) magic (as covert)","from H3857 (לָהַט);"
"H3859","לָהַם","wound.","properly, to burn in, i.e. (figuratively) to rankle","a primitive root;"
"H3860","לָהֵן","for them (by mistake for prepositional suffix).","popularly for if; hence, therefore","from the prepositional prefix meaning to or for and H2005 (הֵן);"
"H3861","לָהֵן","but, except, save, therefore, wherefore.","therefore; also except","(Aramaic) corresponding to H3860 (לָהֵן);"
"H3862","לַהֲקָה","company.","an assembly","probably from an unused root meaning to gather;"
"H3863","לוּא","if (haply), peradventure, I pray thee, though, I would, would God (that).","a conditional particle; if; by implication (interj. as a wish) would that!","or לֻא; or לוּ;"
"H3864","לוּבִי","Lubim(-s), Libyans.","a Libyan or inhabitant of interior Africa (only in plural)","or לֻבִּי; (Daniel 11:43), partrial from a name probably derived from an unused root meaning to thirst, i.e. a dry region; apparently"
"H3865","לוּד","Lud, Lydia.","Lud, the name of two nations","probably of foreign derivation;"
"H3866","לוּדִי","Ludim. Lydians.","a Ludite or inhabitants of Lud (only in plural)","or לוּדִיִּי; patrial from H3865 (לוּד);"
"H3867","לָוָה","abide with, borrow(-er), cleave, join (self), lend(-er).","properly, to twine, i.e. (by implication) to unite, to remain; also to borrow (as a form of obligation) or (caus.) to lend","a primitive root;"
"H3868","לוּז","depart, froward, perverse(-ness).","to turn aside , i.e. (literally) to depart, (figuratively) be perverse","a primitive root; (compare H3867 (לָוָה), H3874 (לוּט) and H3885 (לוּן))"
"H3869","לוּז","hazel.","some kind of nuttree, perhaps the almond","probably of foreign origin;"
